word,global_frequency,document_frequency,idf_score
phrases,85,34,2.379001
comment,85,37,2.294444
provide,85,56,1.880010
special,84,55,1.898029
large,84,63,1.762227
concern,84,48,2.034161
realms,84,16,3.132773
bhikkhu,84,26,2.647265
describe,84,71,1.642682
jhānas,84,26,2.647265
aliveness,84,48,2.034161
trees,84,43,2.144162
agitated,84,49,2.013542
tends,83,58,1.844919
turned,83,52,1.954118
momentum,83,45,2.098699
similar,83,67,1.700669
forces,83,44,2.121172
chaplain,83,10,3.602777
program,83,25,2.686486
medicine,82,33,2.408854
circle,82,40,2.216482
worked,82,53,1.935070
stronger,82,51,1.973536
bliss,82,39,2.241800
poet,82,41,2.191790
actual,82,47,2.055214
comfort,82,48,2.034161
radical,82,48,2.034161
included,82,49,2.013542
balanced,82,43,2.144162
project,81,48,2.034161
naturally,81,57,1.862311
american,81,59,1.827824
maria,81,23,2.769868
muscles,81,51,1.973536
shifts,81,50,1.993339
bird,81,42,2.167692
location,81,51,1.973536
receptive,81,42,2.167692
challenging,81,55,1.898029
helping,80,57,1.862311
practiced,80,56,1.880010
strength,80,49,2.013542
pleasures,80,41,2.191790
wonder,80,51,1.973536
restlessness,80,27,2.609525
potential,80,49,2.013542
hopefully,80,56,1.880010
emphasize,80,58,1.844919
waiting,80,42,2.167692
secular,79,14,3.266305
attitudes,79,45,2.098699
renunciation,79,39,2.241800
hours,79,53,1.935070
legs,79,58,1.844919
pick,79,59,1.827824
complicated,79,55,1.898029
fill,79,52,1.954118
run,79,52,1.954118
sky,79,43,2.144162
arrow,79,18,3.014990
monastic,78,42,2.167692
arms,78,61,1.794488
challenge,78,43,2.144162
looks,78,54,1.916378
releasing,78,44,2.121172
stepping,78,43,2.144162
partly,78,54,1.916378
exploring,78,48,2.034161
patterns,78,45,2.098699
ends,78,55,1.898029
empathy,78,19,2.960923
serve,78,39,2.241800
break,77,54,1.916378
translation,77,52,1.954118
religion,77,28,2.573157
neither,77,46,2.076720
generous,77,39,2.241800
cultivated,77,53,1.935070
worth,77,44,2.121172
apart,77,47,2.055214
opposed,77,48,2.034161
youtube,77,52,1.954118
weren,77,47,2.055214
remembering,77,50,1.993339
settledness,77,40,2.216482
reactive,77,42,2.167692
nikāya,77,30,2.504164
mountain,77,36,2.321843
moral,77,28,2.573157
traditions,76,44,2.121172
continuing,76,63,1.762227
attachments,76,46,2.076720
definitely,76,53,1.935070
ahead,76,51,1.973536
wake,76,52,1.954118
mood,76,39,2.241800
referring,76,62,1.778227
immediately,76,56,1.880010
gather,76,48,2.034161
imagining,76,57,1.862311
began,76,37,2.294444
buddhists,75,33,2.408854
text,75,45,2.098699
religious,75,36,2.321843
money,75,42,2.167692
moves,75,60,1.811017
principle,75,36,2.321843
lightness,75,34,2.379001
driving,75,47,2.055214
zoom,75,38,2.267776
ocean,75,37,2.294444
identify,75,41,2.191790
harmful,75,36,2.321843
equanimous,75,30,2.504164
discussion,74,49,2.013542
external,74,43,2.144162
universal,74,51,1.973536
engaging,74,47,2.055214
fetter,74,7,3.959452
significant,74,54,1.916378
viharas,74,23,2.769868
opens,74,50,1.993339
awake,74,49,2.013542
subjective,74,12,3.420455
news,74,50,1.993339
compassionate,74,46,2.076720
steps,74,44,2.121172
thanks,74,42,2.167692
simile,74,33,2.408854
west,73,50,1.993339
translate,73,51,1.973536
shared,73,53,1.935070
falling,73,51,1.973536
indian,73,49,2.013542
save,73,27,2.609525
intentions,73,41,2.191790
gotten,73,46,2.076720
negative,73,45,2.098699
laughter,73,51,1.973536
psychological,73,44,2.121172
causing,73,40,2.216482
notion,72,41,2.191790
difficulty,72,42,2.167692
retreats,72,41,2.191790
final,72,48,2.034161
sublime,72,57,1.862311
rise,72,40,2.216482
spent,72,57,1.862311
unfold,72,42,2.167692
active,72,52,1.954118
conscious,72,49,2.013542
length,72,43,2.144162
orient,72,41,2.191790
service,72,33,2.408854
closer,72,47,2.055214
acceptance,72,28,2.573157
investigate,72,37,2.294444
bypassing,72,6,4.113602
session,71,51,1.973536
adding,71,40,2.216482
floor,71,45,2.098699
function,71,54,1.916378
sat,71,58,1.844919
heaven,71,17,3.072149
global,71,29,2.538066
poems,71,22,2.814319
anyway,71,51,1.973536
sanskrit,71,52,1.954118
discernment,71,23,2.769868
issue,71,50,1.993339
model,71,31,2.471375
investigation,71,33,2.408854
gain,71,35,2.350014
organized,71,31,2.471375
sakka,71,5,4.295924
women,70,19,2.960923
deal,70,49,2.013542
instruction,70,39,2.241800
country,70,43,2.144162
verse,70,34,2.379001
wrote,70,54,1.916378
willingness,70,40,2.216482
encounter,70,57,1.862311
cessation,70,31,2.471375
apply,70,48,2.034161
grows,70,47,2.055214
uses,70,49,2.013542
animal,70,30,2.504164
activated,70,29,2.538066
positive,70,43,2.144162
impatience,70,11,3.507467
developed,69,47,2.055214
pure,69,35,2.350014
month,69,43,2.144162
classic,69,51,1.973536
main,69,46,2.076720
solid,69,39,2.241800
divine,69,46,2.076720
growth,69,48,2.034161
hostility,69,34,2.379001
met,69,44,2.121172
individual,68,58,1.844919
eat,68,38,2.267776
massage,68,31,2.471375
invaluable,68,44,2.121172
somewhat,68,52,1.954118
forever,68,38,2.267776
blame,68,31,2.471375
specifically,68,51,1.973536
tried,68,49,2.013542
principles,68,26,2.647265
simpler,68,36,2.321843
playing,68,38,2.267776
element,68,34,2.379001
details,67,43,2.144162
build,67,51,1.973536
wishes,67,38,2.267776
team,67,17,3.072149
dhammapada,67,25,2.686486
development,67,47,2.055214
component,67,60,1.811017
theravāda,67,33,2.408854
necessary,67,53,1.935070
corrected,67,55,1.898029
strain,67,40,2.216482
philosophy,66,43,2.144162
includes,66,54,1.916378
characterized,66,51,1.973536
sun,66,34,2.379001
leaving,66,48,2.034161
delighted,66,48,2.034161
striving,66,32,2.439626
paying,66,43,2.144162
honest,66,39,2.241800
fuller,66,50,1.993339
continuity,66,23,2.769868
thinks,66,42,2.167692
rooted,66,29,2.538066
reflecting,65,42,2.167692
attuned,65,41,2.191790
except,65,49,2.013542
lens,65,43,2.144162
contribute,65,48,2.034161
afternoon,65,49,2.013542
danger,65,36,2.321843
expectations,65,37,2.294444
healing,65,41,2.191790
measure,65,46,2.076720
unskillful,65,27,2.609525
foundational,65,49,2.013542
settles,65,40,2.216482
pulling,65,43,2.144162
entire,65,44,2.121172
universe,65,33,2.408854
history,64,49,2.013542
slightly,64,50,1.993339
assuming,64,49,2.013542
expansive,64,34,2.379001
seeds,64,32,2.439626
war,64,37,2.294444
monday,64,52,1.954118
consideration,64,52,1.954118
fast,64,45,2.098699
absolutely,64,42,2.167692
blue,64,19,2.960923
address,64,40,2.216482
white,63,34,2.379001
observe,63,34,2.379001
neutral,63,28,2.573157
master,63,39,2.241800
upright,63,36,2.321843
edge,63,36,2.321843
plan,63,40,2.216482
birth,63,36,2.321843
task,63,43,2.144162
brightness,63,26,2.647265
sudden,63,33,2.408854
ending,63,35,2.350014
conditioning,63,35,2.350014
asks,63,38,2.267776
easeful,63,41,2.191790
student,63,31,2.471375
music,63,30,2.504164
limit,63,36,2.321843
tibetan,63,26,2.647265
skin,62,35,2.350014
discursive,62,21,2.860839
months,62,46,2.076720
centering,62,37,2.294444
flows,62,38,2.267776
relaxation,62,48,2.034161
chances,62,39,2.241800
prince,62,10,3.602777
violence,62,27,2.609525
rain,62,28,2.573157
anywhere,62,46,2.076720
requires,62,46,2.076720
among,62,39,2.241800
material,62,37,2.294444
rock,62,39,2.241800
tune,62,39,2.241800
drive,62,41,2.191790
needing,62,43,2.144162
delightful,62,46,2.076720
perfectly,62,41,2.191790
perceptions,62,26,2.647265
girl,62,11,3.507467
observing,62,34,2.379001
men,61,24,2.727308
wave,61,30,2.504164
permanent,61,41,2.191790
result,61,38,2.267776
sympathetic,61,34,2.379001
setting,61,41,2.191790
deepening,61,41,2.191790
success,61,32,2.439626
conceit,61,36,2.321843
judging,61,44,2.121172
impermanent,61,34,2.379001
ignorance,61,27,2.609525
law,60,25,2.686486
influence,60,42,2.167692
behavior,60,41,2.191790
label,60,29,2.538066
solve,60,32,2.439626
position,60,47,2.055214
returning,60,52,1.954118
hurt,60,45,2.098699
collected,60,44,2.121172
media,60,30,2.504164
arriving,60,39,2.241800
faculties,60,25,2.686486
acknowledge,60,37,2.294444
straining,60,39,2.241800
hot,60,33,2.408854
systems,60,33,2.408854
organizing,60,19,2.960923
gradual,60,26,2.647265
underlying,60,28,2.573157
spreading,59,31,2.471375
calmer,59,41,2.191790
fit,59,38,2.267776
sadness,59,31,2.471375
habit,59,38,2.267776
unfolding,59,42,2.167692
participate,59,30,2.504164
deepest,59,36,2.321843
lower,59,41,2.191790
encourage,59,43,2.144162
approaching,59,27,2.609525
fullness,59,39,2.241800
kids,59,31,2.471375
puts,59,34,2.379001
distress,59,37,2.294444
stopped,59,42,2.167692
cognitive,59,32,2.439626
groups,58,33,2.408854
personally,58,46,2.076720
window,58,31,2.471375
enlightened,58,43,2.144162
occur,58,52,1.954118
kept,58,44,2.121172
sleep,58,34,2.379001
leigh,58,7,3.959452
opinion,58,21,2.860839
animals,58,32,2.439626
street,58,32,2.439626
bed,58,44,2.121172
aspiration,58,27,2.609525
online,58,43,2.144162
calmly,58,25,2.686486
knee,58,23,2.769868
disconnected,58,33,2.408854
commentary,58,35,2.350014
arrive,58,41,2.191790
independent,58,37,2.294444
led,58,38,2.267776
stephen,58,7,3.959452
flavor,57,40,2.216482
theory,57,20,2.909630
nuns,57,24,2.727308
larger,57,38,2.267776
major,57,46,2.076720
calling,57,44,2.121172
heavy,57,39,2.241800
tensions,57,37,2.294444
closely,57,46,2.076720
memories,57,35,2.350014
evil,57,21,2.860839
opinions,57,28,2.573157
bones,57,41,2.191790
abiding,57,28,2.573157
train,57,35,2.350014
describes,57,41,2.191790
nobody,57,28,2.573157
favorite,57,39,2.241800
capacities,57,40,2.216482
analogy,57,42,2.167692
dropping,57,40,2.216482
surrender,57,21,2.860839
mei,57,10,3.602777
books,56,40,2.216482
acts,56,28,2.573157
touches,56,48,2.034161
basis,56,36,2.321843
scriptures,56,49,2.013542
thai,56,29,2.538066
ride,56,33,2.408854
appear,56,43,2.144162
slide,56,24,2.727308
perceive,56,34,2.379001
harder,56,36,2.321843
carefully,56,47,2.055214
stick,56,28,2.573157
guide,56,47,2.055214
helped,56,45,2.098699
conduct,56,32,2.439626
teaches,56,37,2.294444
hang,56,45,2.098699
express,56,34,2.379001
tenderness,56,24,2.727308
received,56,40,2.216482
attend,56,34,2.379001
fighting,56,28,2.573157
pointed,56,40,2.216482
constructed,56,23,2.769868
arrows,56,16,3.132773
san,56,31,2.471375
crossing,56,13,3.340412
circumstances,56,42,2.167692
version,55,38,2.267776
differently,55,47,2.055214
recently,55,44,2.121172
intentional,55,42,2.167692
winds,55,12,3.420455
attending,55,38,2.267776
soul,55,25,2.686486
weather,55,30,2.504164
sees,55,39,2.241800
reach,55,41,2.191790
involve,55,39,2.241800
translates,55,51,1.973536
abide,55,14,3.266305
temple,55,22,2.814319
tea,55,26,2.647265
father,55,30,2.504164
freely,55,32,2.439626
catch,55,34,2.379001
track,55,37,2.294444
engagement,54,44,2.121172
habits,54,32,2.439626
written,54,35,2.350014
appears,54,45,2.098699
kindly,54,37,2.294444
similes,54,18,3.014990
scholar,54,40,2.216482
integrity,54,32,2.439626
disciples,54,40,2.216482
matters,54,31,2.471375
heartedness,54,13,3.340412
unless,54,41,2.191790
loud,54,39,2.241800
acting,54,26,2.647265
calls,54,47,2.055214
discovery,54,26,2.647265
critic,54,16,3.132773
continuous,54,27,2.609525
named,54,41,2.191790
distance,54,38,2.267776
prison,54,14,3.266305
distraction,54,35,2.350014
essence,54,28,2.573157
kitchen,54,20,2.909630
jhana,54,15,3.197312
quail,54,6,4.113602
nikki,54,12,3.420455
western,53,29,2.538066
reacting,53,41,2.191790
research,53,29,2.538066
intense,53,37,2.294444
intimate,53,40,2.216482
exists,53,41,2.191790
town,53,28,2.573157
foot,53,33,2.408854
died,53,30,2.504164
nikaya,53,20,2.909630
several,53,34,2.379001
describing,53,38,2.267776
decide,53,25,2.686486
spending,53,37,2.294444
cold,53,34,2.379001
images,53,32,2.439626
stopping,53,25,2.686486
honor,53,35,2.350014
remarkable,53,32,2.439626
wheel,53,21,2.860839
nervous,53,26,2.647265
majjhima,53,26,2.647265
motivation,53,27,2.609525
confusion,53,26,2.647265
highly,52,38,2.267776
hungry,52,19,2.960923
directions,52,44,2.121172
fascinating,52,41,2.191790
discovered,52,37,2.294444
trouble,52,40,2.216482
late,52,28,2.573157
fist,52,17,3.072149
dark,52,36,2.321843
grew,52,31,2.471375
sad,52,30,2.504164
kim,52,17,3.072149
checking,52,38,2.267776
vacation,52,28,2.573157
write,52,38,2.267776
fantastic,52,37,2.294444
psychology,52,35,2.350014
guys,52,27,2.609525
hurry,52,31,2.471375
recognized,52,41,2.191790
holds,52,40,2.216482
transformation,52,25,2.686486
choices,52,29,2.538066
socrates,52,3,4.806750
suddenly,51,40,2.216482
message,51,35,2.350014
maintain,51,31,2.471375
levels,51,28,2.573157
alert,51,39,2.241800
planning,51,32,2.439626
devas,51,10,3.602777
leader,51,14,3.266305
brahman,51,10,3.602777
operate,51,37,2.294444
enjoying,51,36,2.321843
moved,51,36,2.321843
abodes,51,37,2.294444
virtues,51,24,2.727308
briefly,51,36,2.321843
adjust,51,43,2.144162
phone,51,27,2.609525
aligned,51,33,2.408854
wandering,51,35,2.350014
relevant,51,39,2.241800
gravity,51,40,2.216482
ultimate,51,34,2.379001
gladness,51,21,2.860839
century,51,27,2.609525
participating,51,24,2.727308
tells,51,35,2.350014
screen,51,28,2.573157
continues,51,38,2.267776
radiating,51,27,2.609525
monkey,51,12,3.420455
floating,51,35,2.350014
chaplains,51,7,3.959452
unity,51,15,3.197312
puzzle,51,6,4.113602
jātakas,51,4,4.519067
explain,50,38,2.267776
neck,50,35,2.350014
contracted,50,32,2.439626
unknown,50,49,2.013542
built,50,38,2.267776
send,50,36,2.321843
progress,50,36,2.321843
lifetime,50,33,2.408854
wander,50,33,2.408854
regard,50,26,2.647265
attentive,50,41,2.191790
marks,50,36,2.321843
define,50,37,2.294444
wiser,50,27,2.609525
description,50,32,2.439626
fantasies,50,28,2.573157
protect,50,36,2.321843
separation,50,23,2.769868
conversations,50,33,2.408854
francisco,50,27,2.609525
exploration,50,32,2.439626
pattern,50,24,2.727308
nibbāna,50,13,3.340412
livelihood,50,18,3.014990
fifth,49,40,2.216482
immediate,49,32,2.439626
stressful,49,30,2.504164
quieting,49,36,2.321843
anchor,49,29,2.538066
sexual,49,20,2.909630
none,49,37,2.294444
kill,49,18,3.014990
hit,49,25,2.686486
whose,49,44,2.121172
benefits,49,35,2.350014
slight,49,38,2.267776
hadn,49,36,2.321843
straatman,49,5,4.295924
exercise,49,33,2.408854
belong,49,32,2.439626
tender,49,32,2.439626
note,49,28,2.573157
arose,49,33,2.408854
cloud,49,23,2.769868
boundaries,49,29,2.538066
fears,49,38,2.267776
root,49,34,2.379001
leaves,49,40,2.216482
categories,49,26,2.647265
personality,49,26,2.647265
philosopher,48,29,2.538066
reactions,48,31,2.471375
expanding,48,31,2.471375
mouth,48,32,2.439626
disappear,48,31,2.471375
rich,48,36,2.321843
soil,48,20,2.909630
heavens,48,10,3.602777
data,48,17,3.072149
expressed,48,32,2.439626
rosemary,48,19,2.960923
prominent,48,38,2.267776
sensory,48,25,2.686486
tuning,48,32,2.439626
join,48,39,2.241800
bowl,48,21,2.860839
unhelpful,48,23,2.769868
escape,48,29,2.538066
evidence,48,19,2.960923
contemplation,48,28,2.573157
added,48,30,2.504164
riding,48,28,2.573157
outwards,48,31,2.471375
co,48,39,2.241800
statement,48,30,2.504164
tiny,48,34,2.379001
baby,48,23,2.769868
reaction,48,25,2.686486
preferences,48,32,2.439626
title,47,39,2.241800
ritual,47,20,2.909630
judge,47,33,2.408854
game,47,24,2.727308
losing,47,34,2.379001
float,47,35,2.350014
shame,47,32,2.439626
cut,47,33,2.408854
throw,47,26,2.647265
parents,47,34,2.379001
bright,47,32,2.439626
circles,47,31,2.471375
age,47,35,2.350014
author,47,36,2.321843
fight,47,33,2.408854
environment,47,36,2.321843
relating,47,35,2.350014
normally,47,38,2.267776
commitment,47,28,2.573157
attentional,47,16,3.132773
calmness,47,28,2.573157
abandon,47,22,2.814319
base,47,32,2.439626
directed,47,29,2.538066
win,47,13,3.340412
nourishing,47,32,2.439626
sorrow,47,32,2.439626
resisting,47,34,2.379001
uplift,47,21,2.860839
whereas,46,36,2.321843
buy,46,29,2.538066
reminder,46,33,2.408854
conceptual,46,32,2.439626
red,46,28,2.573157
forget,46,38,2.267776
meditator,46,31,2.471375
spreads,46,27,2.609525
represents,46,32,2.439626
gathered,46,27,2.609525
broken,46,29,2.538066
sources,46,24,2.727308
liked,46,32,2.439626
leaning,46,29,2.538066
identified,46,38,2.267776
midst,46,33,2.408854
perspectives,46,21,2.860839
funny,46,30,2.504164
eating,46,33,2.408854
showed,46,28,2.573157
despair,46,21,2.860839
upset,46,37,2.294444
associate,46,36,2.321843
samsara,46,21,2.860839
worldly,46,21,2.860839
praise,46,25,2.686486
united,46,36,2.321843
bottom,46,37,2.294444
palliative,46,4,4.519067
unconscious,46,16,3.132773
